index,premise,hypothesis,label
4833,"수소전기차, 배터리, 전기기기 등에서도 세계적인 한국 기업들이 힘을 합친 것도 좋았다.","수소전기차와 배터리, 전기소자 분야에서 세계적 수준의 국내 기업들이 협력한다.",entailment
4834,인테리어와 분위기가 정말 최고였어요.,분위기가 최악이었어.,contradiction
4835,"다만 안전행정부가 예산 여건을 이유로 반대하고 있고, 당정은 조직을 그대로 유지하면서 인력과 예산을 지원하는 방안도 검토하고 있다.",당정청이 조직 개편을 하면서 예산과 인력을 어떻게 지원할 것인가에 대해 이야기를 나누고 있다.,contradiction
4836,새뮤얼슨은 신고전파 마이크로마킷 평형 이론과 케인즈 거시경제 이론을 결합하여 신고전파 종합 이론이라는 새로운 학문 체계를 완성했다.,신고전주의 종합 이론은 현존하는 학문 체계이다.,contradiction
4837,다만 화면 구성과 로케이션 연기력 등 단점이 많았다.,연기력과 화면 구성이 뛰어났다.,contradiction
4838,지역 식당 슈퍼 로케이션 교통수단을 어디서 사야 하는지 알려주네요.,호스트가 모든 것을 설명해 줍니다.,neutral
4839,"펀드는 일자리 창출과 성장 잠재력이 높은 한국판 뉴딜에 집중 투자하고 주요 투자 분야는 비대면, 바이오, 그린뉴딜 등이다.",한국판 뉴딜정책은 10만 개의 일자리를 창출한다.,neutral
4840,이 사고로 아파트 21층부터 27층까지 유리창이 깨지고 외벽이 깨졌지만 신속한 대피로 인명피해는 없었다.,아파트 유리창 일부가 깨지고 외벽도 깨졌다.,entailment
4841,위치가 좋아서 여기저기 다니기 편해요.,교통편도 편리하다.,entailment
4842,장관들은 또한 홍보 상품들을 다 팔는데 성공했다.,장관들이 홍보한 제품은 모두 팔렸다.,entailment
4843,그래도 장소도 좋고 호스트도 친절해요.,위치가 좋아서 교통이 편리합니다.,neutral
4844,나도 사고를 많이 낸 학생이었어.,저는 이제 큰 문제를 일으키지 않는 사람이 되었습니다.,neutral
4845,"다른 액션 영화들과 마찬가지로 충분한 동기부여 없이 복수를 하고 약간의 반전, 어려움이 있는 영화다.",동기와 반전은 다른 액션 영화와 비슷하다.,entailment
4846,네가 상상하는 것의 절반 정도만 지루해.,"재미없어, 내가 생각했던 것의 절반 정도야.",entailment
4847,뷰티 도우미로 일하는 영희가 백골부대에 간 남자친구의 이야기를 들려준다.,영희는 남자친구가 백골부대에 간 사실을 숨긴다.,contradiction
4848,일반국민 유족대책위원회는 이날 오전 인천시청에서 기자회견을 열고 특별법이 8월 중 통과돼야 한다고 밝혔다.,일반국민 유족대책위는 8월 중 특별법을 통과시켜야 한다는 입장이다.,entailment
4849,그런 작품이 그녀의 유작이라는 게 안타까울 뿐이다.,이런 B급 영화가 그녀의 유작이라니 안타깝다.,neutral
4850,특히 그런 어처구니없는 추리 요소들에 할 말을 잃었다.,그 추론 요소들은 터무니없었다.,entailment
4851,"카카오헤어샵은 신규 매장 입점 시 처음 신규·기존 고객에게 입점비, 월 사용료, 플랫폼 사용료 등을 지급해 왔다.",카카오 헤어샵은 단 한 번도 수수료를 받은 적이 없다.,contradiction
4852,위너 이승훈이 비투비 멤버 정일훈에게 사과문을 남겼다.,위너 멤버 이승훈이 사과의 메시지를 남겼다.,entailment
4853,별 다섯 개가 부족할 정도로 좋은 숙소였다.,기숙사에서 별 하나 주고 싶었어.,contradiction
4854,역사와 재미가 잘 어우러진 드라마라고 생각한다.,나는 그것이 지루한 사극이라고 생각해.,contradiction
4855,다만 중국식 주택이라는 점을 감안해야 한다.,나는 중국 음식을 먹어야 해요.,neutral
4856,우리 집에는 큰 침대와 소파 침대가 있습니다.,집에 침대가 없어요.,contradiction
4857,이는 해외유입 사례가 모두 검역 또는 검역 과정에서 발견되고 지역사회에서 2차 전염을 일으키지 않기 때문에 전염 위험이 낮다는 점을 고려한 것이다.,지역사회에서 2차 전염을 막기 위해 격리가 시행되고 있다.,neutral
4858,이것이 판타지 어드벤처 영화의 현실입니다.,판타지 어드벤처 영화의 현실은 알려져 있지 않다.,contradiction
4859,이 사부는 춘향이를 다시 만날 것을 약속하며 서울로 떠난다.,이 사부님은 서울로 떠나십니다.,entailment
4860,군사독재 시절 남영동 대사부에서는 민주화운동 인사들에 대한 고문이 자행되었다.,군사독재 시절 민주화운동 인사들에 대한 고문이 자행되었다.,entailment
4861,이 작품에는 천주교 사제들을 괴물로 묘사한 기이한 그림들이 담겼다.,이 작품에 등장하는 가톨릭 사제들은 천사로 묘사되었다.,contradiction
4862,집 앞에 있는 도로명 주소를 찾는 게 더 쉬워요.,도로명 주소를 찾기가 어렵습니다.,contradiction
4863,주연보다 조연이 낫다.,역시 주연이가 연기를 제일 잘해요.,contradiction
4864,1840년대부터 영국의 왕과 귀족들을 위한 옷을 만들어온 재단사들은 킹스맨이라는 단체를 만들었다.,킹스맨은 세계 어느 정보기관도 모르는 비밀정보조직이다.,neutral
4865,권영춘과 배우에게 반한 영화를 보고 실망했어요.,나는 영춘원에 대해 좋은 느낌을 받았어.,entailment
4866,20대 젊은이들에게 많은 것을 일깨워주는 영화입니다.,젊은이들을 깨우는 영화.,entailment
4867,사업 첫해인 올해 온천지구 관광기지 조성 기본계획 수립을 통해 사업내용과 지원금액이 확정된다.,올해는 사업 2년차입니다.,contradiction
4868,그리고 이런 이야기는 어느 팀에나 있다.,어느 팀에서도 이런 이야기를 볼 수 없다.,contradiction
4869,호남의 대표적인 서원 필암서원이 선비들의 문화체험의 장으로 부활한다.,필암서원 일부가 화재로 소실되었다.,neutral
4870,이렇게 바디랭귀지로 소통이 잘 되는지 궁금하실 거예요.,호스트와 원활하게 통신할 수 있습니다.,neutral
4871,"1975년, 그의 아들 션 레논이 태어났을 때, 그는 육아에 전념하기 위해 음악 활동을 중단했다.",레논은 자식이 없다.,contradiction
4872,조선민주주의인민공화국의 소행으로 추정되는 사이버 공격을 받아 국내 민영방송 홈페이지가 잠시 중단됐다.,조선민주주의인민공화국이 대북방송 웹페이지를 해킹해 허위사실을 유포했다.,neutral
4873,이번 유럽 여행에서 내가 가장 좋아했던 숙소였어.,저는 이번에 유럽을 여행했습니다.,entailment
4874,유진은 딸 노을과 함께 한국으로 돌아와 뒤늦은 대학원 공부를 하고 있다.,유진은 검정고시 공부를 하고 있습니다.,contradiction
4875,특히 건설현장의 임금 및 장비임대료 체불을 적극 예방·해결해 근로자와 건설현장의 활기찬 분위기를 조성할 예정이다.,건설현장의 근로자 임금과 장비임대료 체불이 근로자와 건설현장의 분위기에 영향을 미친다.,entailment
4876,그런 걸작을 볼 수 있어서 감사하다.,볼 수 있다는 것에 감사하는 걸작이다.,entailment
4877,식품의약품안전청은 해당 제품을 구매한 소비자들이 수입업체나 구매처에 즉시 반품할 것을 당부했다.,식품의약품안전처가 모든 제품을 수입업체에만 반환할 것을 촉구했다.,contradiction
4878,"내용이나 그림, 노래에 부족함이 없다.",그 내용은 부족하지 않습니다.,entailment
4879,자재와 생산 또한 전반적으로 너무 미흡합니다.,여러 가지 면에서 단점이 있습니다.,entailment
4880,"헨리 8세가 교황을 무시하고 앤과 결혼한 후, 모어는 관직에서 물러났고 야심 찬 크롬웰의 음모로 체포되어 반역자로 처형되었다.",헨리 8세는 앤과 결혼한다.,entailment
4881,"특히 고성, 삼척 등 작은 마을의 경우 눈으로 진입로가 막혀 장병들이 투입되기도 했다.",삼척에서는 마을 진입로가 막히기도 했다.,entailment
4882,가장 좋았던 것은 건조기가 있는 세탁기였습니다.,건조기와 세탁기를 동시에 사용할 수 있었습니다.,neutral
4883,1701년 텔레만은 라이프치히 대학교에 입학하여 법률을 공부하였다.,텔레만은 라이프치히 대학에 입학한다.,entailment
4884,지휘관이 검찰과 법원을 간섭하지 못하도록 이를 분리해야 한다는 주장이다.,법원에 대한 간섭은 삼권분립의 이념을 훼손할 수 있다.,neutral
4885,이후 보포이 박사가 단독으로 도시 전체 공사를 진행해 영웅협회 본부에서 뻗은 도로를 통해 어느 도시로든 빠르게 이동할 수 있게 됐다.,영웅협회 본부에서 뻗어나가는 도로는 아직 없다.,contradiction
4886,많은 성운들은 성간 물질이라 불리는 기체의 중력 수축으로 형성된다.,성간 물질은 우주에 널리 퍼져 있다.,neutral
4887,감독의 표현력이 떨어질 수밖에 없는 영화.,감독들은 표현력이 부족합니다.,neutral
4888,영화학과 학생인 은석은 한국 무용수들의 공연 리허설을 촬영해달라는 요청을 받고 열정적인 두 남녀의 춤을 카메라에 담아낸다.,은석이는 추가 공연을 촬영해 달라는 요청을 받았다.,neutral
4889,전형적인 희극은 일반적으로 오해와 시련의 과정을 통해 풀릴 때 사랑하는 사람이 짝을 지어 끝난다.,코미디는 서로 사랑하는 연인을 보여줍니다.,entailment
4890,사실 멜론의 실시간 차트는 음악이 정상에 오르는 한 많은 수익을 낼 수 있도록 구조화되어 있다.,멜론의 실시간 차트는 음악을 1위에 올려놓으면 많은 수익을 올리는 구조다.,entailment
4891,사회자가 여러모로 많은 관심을 기울였다.,사회자가 여러모로 많은 관심을 기울였다.,entailment
4892,또한 데이터를 세계적으로 사용할 수 있는 토대를 마련합니다.,그것은 또한 전 세계적으로 데이터를 사용할 수 있는 기반을 마련할 것이다.,entailment
4893,시카고를 포함한 일부 도시들은 땅속의 습기가 얼어서 발생한 얼어붙은 지진을 경험했습니다.,이 얼어붙은 지진은 시카고를 포함한 일부 도시에서 발생했다.,entailment
4894,"1944년, 인섭은 징병을 앞두고 조혼했다.",1945년 인섭은 전쟁터에서 죽었다.,neutral
4895,이번 교육은 각 업무별 자치법규 정비 담당자를 대상으로 자치법규 실무교육을 통해 법무업무 능력을 향상시키기 위해 마련됐다.,실력 향상을 위한 실습이 준비돼 있다.,entailment
4896,그는 그리스의 아테네 항구에서 크레타 섬으로 출발하기를 기다립니다. 그는 열정적인 일꾼이자 음악가인 조르바를 만난다.,그는 그리스 아테네에서 조르바를 만난다.,entailment
4897,다만 실제 사용 빈도는 점차 줄어들고 있다.,실제 이용 빈도가 줄어든 원인을 조사 중이다.,neutral
4898,"그러나 선생 석담은 문하생으로 죽을 거두는 일보다 집안일을 시켰고, 죽을 쓴 글씨를 봐도 서툴고 서툴다며 평가절하했다.",석담 선생님은 고죽의 글씨를 칭찬하십니다.,contradiction
4899,마음을 설레게 하는 심리적 공포와 설렘.,심리적인 두려움과 스릴은 당신의 마음을 흔들어요.,entailment
4900,자세한 내용은 한국의 생태관광 이야기에서 찾을 수 있다.,자세한 내용은 한국 생태관광 스토리 홈페이지에서 확인할 수 있다.,neutral
4901,나는 그 이야기의 갑작스러운 전개에 놀랐을 뿐이에요.,이것은 놀라운 갑작스러운 스토리 전개입니다.,entailment
4902,이날 프로그램에 출연한 남궁민 역시 전현무를 위로했다.,전현무는 남궁민에게 위로를 받았다.,entailment
4903,"위치, 청결, 폭 등 모든 시설이 만족스러웠다.",저는 이 시설에 만족합니다.,entailment
4904,2019년까지 49개소가 조성됐으며 올해는 23개소의 열린 관광지가 추가로 선정돼 상담을 진행 중이다.,올해는 2020년이다.,entailment
4905,디지털트윈은 가상세계에서 발생할 수 있는 기계·장비를 컴퓨터로 구현해 현실에서 발생할 수 있는 문제를 파악하고 해결하기 위해 사용하는 가상공간을 말한다.,디지털 쌍둥이는 현실에서 발생할 수 있는 문제를 파악하지 못한다.,contradiction
4906,수도권 자산운용사 등 금융기관 이전 활성화를 위해 투자유치 보조금 등 인센티브를 부여하고 국민연금의 빅데이터를 국내 기업에 개방해 스타트업 육성을 추진한다.,수도권 자산운용사 등 금융기관 이전 활성화를 위해 국민연금 빅데이터가 지방 기업에 공개되지 않도록 했다.,contradiction
4907,의사를 꿈꾸며 명문학교에 다니는 이케우치 린코는 아버지의 파산으로 빈털터리가 되고 학교를 그만둔다.,이케우치는 명문대를 순조롭게 졸업한다.,contradiction
4908,어쨌든 전체적으로 만족스러운 숙소였어요.,만족스럽지 못한 숙소였어요.,contradiction
4909,세발가락나무늘보는 남아메리카와 중앙아메리카의 나무에서 사는 포유류 무리 중 하나입니다.,세발가락 나무늘보는 포유류이다.,entailment
4910,권오봉 여수시장이 크리스마스를 앞두고 초록우산어린이재단 전남지역본부 관계자와 후원기업과 함께 산타가 돼 지역 어린이들의 소원을 들어줬다.,여수시장이 산타가 돼 지역아동센터를 찾았다.,neutral
4911,,총 50명의 작가가 인터뷰에 응했다.,neutral
4912,주변에는 좋은 식당과 커피숍이 많았습니다.,그 식당과 커피숍은 나쁘지 않았어요.,entailment
4913,한국의 글로벌 위상도 몰라보게 높아졌다.,한국의 글로벌 위상이 향상되었는지 몰랐습니다.,contradiction
4914,그곳은 도심에 위치해 있고 시설이 깨끗합니다.,그것은 도시 외곽에 위치해 있습니다.,contradiction
4915,하지만 주방과 욕실은 개선이 필요하다고 생각합니다.,부엌을 개선해야 할 것 같아요.,entailment
4916,일본 애니메이션은 다른 애니메이션과 분류가 다르기 때문에 단순한 특징으로 분류할 수 없습니다.,일본 애니메이션의 분류는 다른 애니메이션과 다를 바 없다.,contradiction
4917,진행자의 답변은 매우 빠르고 친절합니다.,친절한 주인은 여자입니다.,neutral
4918,"탈의실, 샤워실 등 공공시설 이용은 가급적 자제하는 것이 좋다.",공공시설은 가급적 이용하지 않는 것이 좋다.,entailment
4919,범인을 쏜 후에도 니시는 범인을 향해 총을 쏘고 또 쏜다.,니시는 범인이 죽은 후에도 범인에게 총을 쏜다.,entailment
4920,남편 파라딘 대령을 독살한 혐의로 감옥에 갇힌 마달레나 패러딘은 교도소에서 파커 경의 소개로 신뢰받는 변호사 앤토니 킨을 만난다.,마달레나 패러딘은 남편을 독살한 혐의를 받고 있다.,entailment
4921,동성애자 관계는 인류가 시작된 때부터 존재했지만 정치 환경이 맞아떨어지고 인구조사가 이뤄지면서 최근에서야 동성애가 더욱 가시화되고 있다.,"동성애의 역사는 매우 오래되었지만, 그것이 가시화되었을 뿐인 이유는 환경이 바뀌었기 때문이다.",entailment
4922,"기하학적으로, 그러한 구조가 가능하다는 것이 밝혀졌고, 그러한 구조를 가진 물질이 실제로 발견됩니다.",이 구조를 가진 물질들이 실제로 발견되었다.,entailment
4923,이렇게 길게 해서 2시간이나 질질 끌었어요.,저는 끝까지 두 시간 정도 질질 끌었어요.,entailment
4924,산마르코 광장은 걸어서 3분 거리입니다.,산마르코 광장은 3분 후에 가실 수 있습니다.,entailment
4925,시설이 매우 깨끗하고 위치도 훌륭합니다.,시설은 매우 현대적입니다.,neutral
4926,조안은 일을 계속할수록 연기가 좋아지는 것 같다.,조안의 연기는 작품마다 퇴보하는 것 같다.,contradiction
4927,이렇게 깨끗한 기숙사는 처음 봐.,기숙사가 너무 더러워요.,contradiction
4928,과거 한국영화에 이런 반전이 있었다는 게 놀랍다.,그것은 최신 한국 영화입니다.,contradiction
4929,조선민주주의인민공화국은 2012년 12월 10일부터 22일까지 한국 표준시로 오전 7시에서 정오 사이에 발사할 것이라고 통보했다.,조선민주주의인민공화국은 2011년 12월 12일에만 발사할 것이라고 말했다.,contradiction
4930,"하지만, 너무 바빠서 경적을 잘 들을 수 있습니다.",주택가라서 경적 소리도 잘 안 들려요.,contradiction
4931,이런 영화는 단체로 보는 게 더 재미있어요.,혼자 보면 더 재미있을 것 같은 영화입니다.,contradiction
4932,박근혜 정부는 2014년 11월 검찰과 감사원 등 7개 사정기관 100여명이 참여하는 합작법인을 운영했다.,박근혜 정부가 운영하는 합병에는 100명 이상이 참여할 예정이다.,entailment
4933,한가위는 지났지만 아직 가족 품으로 돌아오지 못한 세월호 실종자들이 10시에 멈춰서 오늘 149일째 해상에 있습니다.,세월호 실종자 가족들도 바다에서 실종자를 찾고 있다.,neutral
4934,저는 제조업에 종사하는 사람인데 이걸 영화화하려는 의도가 무엇인지 궁금합니다.,내가 왜 이걸 영화로 만들었는지 모르겠어.,entailment
4935,민간 과학용 로켓 수요가 증가할 것에 대비해 발사 허가 절차를 마련하고 미래 우주자원 탐사 시대를 맞아 우주자원 개발 활성화 방안을 검토한다.,발사허가 절차는 민간 과학로켓 수요가 증가할 것에 대비해 마련됐다.,entailment
4936,Caleb Smith는 소프트웨어 회사인 Blue Book에서 일하는 유능한 프로그래머입니다.,케일럽 스미스는 이직을 준비하고 있습니다.,neutral
4937,Jung Eun Ji가 이런 영화에 나오는 줄 몰랐어요.,너무 좋아서 정은지 씨가 상영을 했다.,neutral
4938,솔플라자에서 5분 거리에 숙소가 있습니다.,솔플라자에서 걸어서 5분 거리에 숙소가 있습니다.,neutral
4939,그룹 아이오 출신 가수 전소미의 데뷔일.확인되었습니다.,전소미는 그룹을 탈퇴하기로 결정했다.,neutral
4940,중앙역에서 숙소까지 거리도 괜찮았습니다.,중앙역에서 숙소까지 거리가 나쁘지 않았다.,entailment
4941,"마지막으로 체험섬은 문여도, 우도 등 7개 섬으로 낚시, 갯벌체험, 짚라인, 해상케이블카 등 다양한 체험행사를 즐길 수 있다.",문여도는 경험의 섬에는 포함되지 않습니다.,contradiction
4942,특수고용근로자에 대한 지원 범위도 기존 9개 직종에서 14개 직종으로 확대된다.,특수근로자 지원 대상도 기존 14개 직종에서 9개 직종으로 축소된다.,contradiction
4943,이밖에도 공단은 이날 사랑의 쌀 300만원어치를 구입해 강원도 원주지역 불우이웃돕기에 기부할 계획이다.,공사는 이날 수매한 300만원 상당의 쌀에 대한 계획이 아직 없다.,contradiction
4944,만약 내가 싱가포르에 다시 온다면 머물 것이에요.,다시 있고 싶지 않아요.,contradiction
4945,이어 유희열이 아이유에게 10년 전 생각을 물었다.,유희열이 아이유에게 질문을 던졌다.,entailment
4946,"위치, 청결, 호스트 반응 등 모든 것이 완벽합니다.",주인이 불친절했어요.,contradiction
4947,사칭 계정이 문재인 사장을 사칭하며 이재명 경기지사를 옹호하는 글을 올렸다.,가장 계정이 문재인 대통령을 보호하는 메시지를 게시했습니다.,contradiction
4948,그녀는 유방암 진단을 받고 투병 중이다.,그녀는 유방암 진단을 받고 병원에서 투병 중이다.,neutral
4949,국제적십자사 산하 기관인 대한적십자사가 연평도 체류 주민과 요원 지원에 나섰다.,대한적십자사(大韓적십자사)는 대한적십자사 산하 단체이다.,entailment
4950,두 아이와 함께한 즐거운 여행이었어요.,나는 두 아이와 함께 여행했다.,entailment
4951,마초 같은 러셀보다 크리스찬 베일의 연기가 더 좋았다.,크리스찬 베일의 연기는 정말 형편없었어요.,contradiction
4952,이에 이스라엘군은 임시 휴전이 끝났고 가야 전역에서 일련의 공습을 감행했다는 성명을 발표했다.,이스라엘군은 가야 전역에 걸쳐 일련의 공습을 비밀에 부쳤다.,contradiction
4953,공동주방에는 접시와 다른 물건들이 있습니다.,공동 주방에 컵이 없습니다.,neutral
4954,"김래원, 김해숙의 연기로 넘어가기에는 영화가 너무 엉성하다.",혼자 연기하는 것만으로는 충분하지 않습니다.,entailment
4955,위치도 최고였고 가격도 최고였고 무엇보다 공공장소에서 활용됐다.,싸구려보다는 도심에 위치하는 것이 더 나았다.,neutral
4956,구병모는 경희대 국어국문학과를 졸업한 뒤 출판사에 편집자로 입사해 2009년 문학에 입문한 뒤 집필에 전념했다.,구병모는 소설가였다.,neutral
4957,"그러므로, 다양한 국가들은 법적으로 오토바이 탑승자와 승객들이 헬멧을 착용해야 한다고 규정하고 있다.","오토바이를 탈 때, 승객은 헬멧을 쓸 필요가 없습니다.",contradiction
4958,집 앞에 있는 도로명 주소를 찾는 게 더 쉬워요.,이전 주소를 찾기가 어렵습니다.,neutral
4959,,신청하시면 1년 동안 지원이 됩니다.,contradiction
4960,전라남도는 2017년 11월 산시성과 자매결연을 체결했다.,전남은 산시성과 자매결연을 맺었다.,entailment
4961,이 영화를 본 것이 가장 큰 시간 낭비였다.,나는 이 영화를 보면서 시간을 낭비했어요.,entailment
4962,사진처럼 예쁘고 아늑한 공간입니다.,사진 속 공간과 같은 공간이에요.,entailment
4963,트럼프 행정부는 이런 감세가 외국 자본과 기업을 국내에 들여와 경제에 활력을 불어넣어 세금 인상을 불러올 것이라고 밝혔다.,트럼프 행정부의 감세 방안으로 한국의 세금이 예년에 비해 10%가량 늘어날 것으로 전망된다.,neutral
4964,쓸데없는 추억의 장면들이 너무 많아서 시간만 잡아먹는다.,불필요한 추억의 장면들이 많이 있습니다.,entailment
4965,필롤라오스는 피타고라스 학파 중에서 피타고라스 학파의 가르침을 책으로 쓴 최초의 학자였다.,필롤라오스는 피타고라스의 가르침을 그의 제자들에게 전했어요.,neutral
4966,연기부터 연출까지 볼 것이 없다.,그 연기는 볼만해요.,contradiction
4967,학교폭력 남용을 학생부에 기재할지를 두고 논란이 뜨겁다.,학교 폭력의 사실은 대학 입학 시 점수를 감점하는 요인이다.,neutral
4968,"이런 불안감과 다가오는 태풍에 대비하기 위해 시민들이 청테이프, 촛불, 휴대용 손전등 등을 구입하고 있는 것으로 알려졌다.",시민들이 블루테이프와 휴대용 손전등을 구입하는 이유는 태풍에 대비하기 위해서다.,entailment
4969,"최근 몇 년 동안, 그것은 주요 로코 아래 세 손가락 안에 있었습니다.",최근에는 로맨스 코미디보다 공포 영화를 더 많이 봤습니다.,neutral
4970,"승리는 추가 불법 촬영·유통 혐의 외에도 성매매 알선, 마약 투약, 식품위생법 위반 등의 혐의로 경찰 조사를 받고 있다.",경찰은 승리뿐 아니라 여러 명의 연예인들도 조사할 예정이다.,neutral
4971,엔딩에 강한 메시지를 남기는 영화입니다.,초반에만 강한 메시지를 남기는 영화입니다.,contradiction
4972,대부분의 관광지는 숙박시설이 중심이다.,당신은 대부분 숙소에서 관광지까지 걸어서 갈 수 있습니다.,neutral
4973,차분한 도로 형태와 멋진 반전이 돋보이는 정말 멋진 영화입니다.,반전이 있는 영화입니다.,entailment
4974,그는 이번 앨범에서 처음으로 공동 프로듀서로 임명되었다.,그는 이번 앨범의 공동 프로듀서가 아닙니다.,contradiction
4975,배우들의 연기와 반전이 인상적이었다.,배우들의 연기만이 인상적이었어요.,contradiction
4976,대신 아키하바라 등 접근성이 좋았다.,아키하바라에 대한 접근성이 좋지 않았습니다.,contradiction
4977,특히 공식 유튜브 채널에서 한국어와 영어로 제공되는 큐레이터 라이브 전시 투어 영상을 확인할 수 있다.,공식 유튜브 채널은 구독자가 50만 명이다.,neutral
4978,무안생태 갯벌센터는 무안 갯벌 습지 보호구역의 보전 관리와 갯벌의 가치를 소개하는 체험학습장으로 운영된다.,무안생태갯벌센터의 체험학습장이 운영이 중단됐다.,contradiction
4979,두려운 건 이 영화가 영화인데 극장에서 잡힐까 봐.,이런 영화가 극장에서 개봉하면 좋아요.,contradiction
4980,"소송지원을 받기 위해서는 우편 또는 직접 한국환경산업기술원에 신청하면 되며, 지원대상자 여부를 전화로 사전 상담이 가능하다.",한국환경산업기술원을 직접 방문해 소송지원을 신청할 수 있다.,entailment
4981,"수메루는 세계를 정복하려는 야망이 있었지만, 개인 용병단이 있었다.","서모루는 약 1,000명의 용병을 거느리고 있었다.",neutral
4982,광주 곳곳에서 5월의 상징인 참나무가 활짝 피었다.,여러분이 레투사 나무들을 볼 수 있는 유일한 장소는 광주시청 근처입니다.,contradiction
4983,코리안 타운 근처에 숙소가 조용하고 깨끗해요.,그곳은 시끄럽고 지저분한 숙소입니다.,contradiction
4984,기자들은 평소 숙취가 심하기 때문에 숙취 해소를 위해 숙취해소 음료와 제품을 사용해왔다.,기자는 숙취해소용 그링크와 제품만 사용한다.,neutral
4985,"역사적 사건 기념도 구글 두들에서 자주 다뤄지는 주제 중 하나로, 연동형 레고 블록 출시 50주년을 기념해 레고 블록으로 로고를 디자인한 것이 대표적이다.",구글 두들은 역사적 사건을 전혀 다루지 않습니다.,contradiction
4986,"22일 아침, 안인 씨.",22일 오후부터 바비레드 강남점에서는 인앤아웃 버거 팝업스토어가 열렸다.,contradiction
4987,빼지 않고는 대놓고 밀어붙이는 코미디다.,빼지 않고 코미디로.,entailment
4988,"이희호 여사도 이번 화재로 피해를 입은 상인들의 조속한 재기를 기원하며 500만원을 기부했으며, 전국 지방자치단체와 기업, 시민들의 문의가 이어지고 있다.",이희호 여사는 헌금 대신 자원봉사로 화재 피해를 입은 상인들을 도왔다.,contradiction
4989,아울러 7월까지는 무료로 공급되나 8월 이후에는 가격협상을 통해 구매할 예정이다.,공급가격이 최대한 낮게 책정될 수 있도록 노력할 계획이다.,neutral
4990,저는 한예리라는 소품 드라마를 찾기 시작했습니다.,한예리가 출연했던 드라마.,entailment
4991,저는 의미 있는 노래를 매우 좋아합니다.,저는 의미 있는 노래를 정말 좋아해요.,entailment
4992,정려원이 출연한 영화 중 성공한 영화는 한 편도 없었다.,정려원이 출연한 영화는 관객이 적다.,entailment
4993,보육서비스 이용에 대한 자세한 사항은 목포보건가정지원센터 육아지원사업팀으로 문의가 가능하다.,목포건강가정지원센터 보육지원사업팀이 보육서비스 이용에 대한 세부사항을 제공한다.,entailment
4994,"기념식 1부에서는 우수 회원들에게 공로패와 감사패가 전달됐으며, 1,000여 명의 회원이 강진군에 사랑의 양파즙 300상자를 기부하기로 합의해 행사의 의미를 더했다.",기념식 1부에서는 공로카드 전달뿐만 아니라 다른 행사들이 있었다.,entailment
4995,민주당은 오늘 의원총회에서 탄핵안 부결 시 의원 전원 사퇴서를 제출하기로 했습니다.,더불어민주당이 의원총회를 열었다.,entailment
4996,"이번 연구는 신바이러스융합연구단이 참여하고 있는 한국화학기술연구원, 한국기초과학지원연구원, 안전성평가원이 중심이 됐다.","신바이러스융합연구단에는 한국화학연구원, 한국기초과학지원연구원, 안전성평가원이 참여하고 있다.",entailment
4997,"숯은 벚나무, 은목련나무, 오동나무, 버드나무 등 가늘고 네모난 막대기로 잘 쪄서 구워냈다.",벚나무로 숯을 만들 수는 없어요.,contradiction
4998,중국 전쟁 영화 치고는 너무 작아요. 실망한,중국 전쟁 영화처럼 규모가 큰 것에 만족한다.,contradiction
4999,하지만 어머니가 돌아가신 후 그는 남동생이 있는 미국으로 향한다.,우리 어머니는 아직 살아계셔.,contradiction
5000,"이곳에서 생산되는 연탄은 강원도 태백, 삼척, 영월, 정선, 경북 봉화 등에 공급된다.",이곳에서 생산되는 연탄은 강원도 태백시에만 공급된다.,contradiction
5001,말리크를 병원으로 데려가기 위해 배를 타고 돌아오던 중 말리크의 여자친구 마야가 상어에게 물려 죽는다.,마야는 말릭의 여자친구입니다.,entailment
5002,"로키아케움의 데이터를 살펴본 결과 로키아케움 게놈에 단백질 유전자가 5,381개 있는 것으로 나타났다.",로키아쿰은 생물학계에서 각광을 받고 있습니다.,neutral
5003,상속이 없는 마지막 행은 진짜 인용구였다.,마지막 대사가 좋았어요.,entailment
5004,"관세청은 가나, 알제리, 에티오피아, 카메룬, 타지키스탄 등 5개국에 유니패스를 수출하고 가봉, 북마케도니아, 튀니지, 자메이카 등 4개국에 상담했다.",관세청은 5개국에 유니패스를 수출하고 4개국에 컨설팅을 진행했다.,entailment
5005,와이파이가 아주 좋고 시설도 깨끗해요.,시설은 더럽지 않습니다.,entailment
5006,이 밖에 맥쿼리는 채권과 주식가격으로 1314억원을 받아 현재 가치인 1030억원에서 284억원을 추가로 벌어들였다.,맥쿼리의 채권과 지분 가격이 더 오를 것으로 전망된다.,neutral
5007,창원시는 잘피가 마산만에 계속 거주할 수 있도록 모니터링과 함께 보존 조치를 취하기로 했다.,잘피는 마산만에서 발견되었다.,entailment
5008,카멜라의 숙소는 생각보다 좋았습니다.,기숙사에서 카멜라랑 시간을 보냈어,neutral
5009,마치 아늑한 할머니 댁에 머무는 기분이었다.,우리 할머니는 포근하셨다.,neutral
5010,그를 부산에서 만난 것은 정말 행운이에요.,나는 그를 부산에서 만난 게 행운이라고 생각해요.,contradiction
5011,안전을 위해 소방관을 파견하는 것이 나쁘다고 할 수는 없지만 이에 필요한 인력을 어떻게 충당할지에 대해서는 걱정이 없어 보인다.,인원을 충원할 소방관을 추가로 선발할 계획이 있는 것으로 보인다.,neutral
